???? ????,?????,?????,??????,,?? ?????,??? ???????,???,?????,????,?????,?????/?????,???? ????,????? ????? ??????,?????? ???,????? ???,??? ?????,??? ?????,???? ?????/?????,????? ????? ??????,????? ???? ??????
422500,380250,0,38025,2 ?? 40 ??- 1 ???? -20 ???-TD-LTE,2377148,?????,???,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541127,1402/11/15 1:20,TD-LTE,????,?????,1402/11/17 16:46,1402/11/15 1:20
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,2100848,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541129,1402/11/15 1:42,TD-LTE,??????,?????,1402/12/05 20:18,1402/11/15 1:42
0,0,0,0,??? ????,2100848,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541129,1402/11/15 1:42,TD-LTE,??????,?????,1402/12/05 20:18,1402/11/15 1:42
682500,614250,0,61425,2 ?? 40 ??- 45 ???? -32 ???-TD-LTE,2587073,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,541130,1402/11/15 1:44,TD-LTE,????,?????,1402/12/30 1:42,1402/11/15 1:42
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,2644898,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541135,1402/11/15 2:22,TD-LTE,??????,?????,1402/12/18 16:00,1402/11/15 2:22
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,7507823,?????,?????,????????? ????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541138,1402/11/15 2:42,TD-LTE,??????,?????,1403/03/18 13:57,1402/11/15 2:42
1300000,1170000,0,117000,2 ?? 40 ?? - 1 ???? - 75 ??? - TD-LTE,4507223,?????,?????,?????,LTE-40M-limited,?????? ????,?????,??????,?????,541139,1402/11/15 2:53,TD-LTE,????,?????,1402/12/01 1:11,1402/11/15 2:53
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,3326423,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541141,1402/11/15 2:58,TD-LTE,??????,?????,1402/11/27 18:07,1402/11/15 2:58
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,7746773,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,541142,1402/11/15 3:29,TD-LTE,??????,?????,1403/04/30 15:28,1402/11/15 3:29
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,6256373,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,541144,1402/11/15 4:47,TD-LTE,??????,?????,1402/11/23 23:39,1402/11/15 4:47
1664000,1497600,0,149760,80 ??? ?????? ????? (??????? ??????) - TD LTE,5310923,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541147,1402/11/15 6:43,TD-LTE,??????,?????,1402/12/29 18:26,1402/11/15 6:43
1683500,1515150,0,151515,2 ?? 20 ?? - 3 ???? - 90 ??? - TD-LTE,4284248,?????,?????,?????,LTE-20M-limited,????? ??????,?????,??????,?????,541148,1402/11/15 6:55,TD-LTE,????,?????,1402/12/10 12:43,1402/11/15 6:55
0,0,0,0,??? ????,4699373,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541149,1402/11/15 7:06,TD-LTE,??????,?????,1403/02/08 19:50,1402/11/15 7:07
1397500,1257750,0,125775,2 ?? 40 ?? - 3 ???? - 70 ??? - TD-LTE,4699373,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541149,1402/11/15 7:06,TD-LTE,????,?????,1403/02/08 19:50,1402/11/15 7:07
227500,204750,0,20475,??? ???? -3 ?? - 1 ???? ( ????????? 44 ??? ?????? ????? ????? 22 ??? ?????? ??? ????? ),2617898,?????,???????,?????,DSL-128to3M-FUP,?? ??? ???????,?????,??????,?????,541150,1402/11/15 7:15,ADSL,????,?????,1402/12/15 7:15,1402/11/15 7:15
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,7866473,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541151,1402/11/15 7:22,TD-LTE,??????,?????,1403/05/15 21:53,1402/11/15 7:21
1137500,1023750,0,102375,2 ?? 20 ?? - 45 ????  - 60 ??? - TD-LTE,2391548,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541152,1402/11/15 7:30,TD-LTE,????,?????,1402/11/29 11:03,1402/11/15 7:30
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,2586173,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541169,1402/11/15 7:38,TD-LTE,??????,?????,1403/01/16 8:36,1402/11/15 7:38
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,8600198,?????,?????,???????,LTE-40M-limited,??? ????? ?????,?????,??????,?????,541154,1402/11/15 7:42,TD-LTE,??????,?????,1403/01/16 18:00,1402/11/15 7:42
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,7822373,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541155,1402/11/15 7:42,TD-LTE,??????,?????,1403/05/08 17:55,1402/11/15 7:42
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,4643348,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541156,1402/11/15 8:02,TD-LTE,??????,?????,1402/12/04 22:16,1402/11/15 8:02
2379358,2141422.2,0,214142,2??40??  9 ???? 100??? -???? ????? LTE,6651023,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541158,1402/11/15 8:20,TD-LTE,????,?????,1403/08/09 8:17,1402/11/15 8:17
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,7775348,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541160,1402/11/15 8:27,TD-LTE,??????,?????,1403/05/04 17:34,1402/11/15 8:27
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,7991123,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,541165,1402/11/15 8:37,TD-LTE,??????,?????,1403/06/05 10:50,1402/11/15 8:37
97500,87750,0,8775,3 ??? ?????? ????? (??????? ??????) - TD LTE,5135873,?????,???,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541164,1402/11/15 8:37,TD-LTE,??????,?????,1402/11/16 7:14,1402/11/15 8:37
1664000,1497600,0,149760,80 ??? ?????? ????? (??????? ??????) - TD LTE,3069923,?????,?????,?????,LTE-20M-limited,LTE ???????,?????,??????,?????,541166,1402/11/15 8:47,TD-LTE,??????,?????,1402/12/15 21:33,1402/11/15 8:47
0,0,0,-732000,Pro Plus - ???? 2 ?? 40 ?? - 12 ???? - 660 ??? - TD-LTE,8674898,?????,?????,?????,LTE-40M-limited,?????? ????,?????,?????,???? ????,0,1402/11/15 8:53,TD-LTE,????,???? ?????,-----,-----
0,0,0,-151969,???? ????,8570048,?????,?????,?????,LTE-40M-limited,?????? ????,?????,?????,???? ????,0,1402/11/15 9:09,TD-LTE,????,???? ?????,-----,-----
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,2666048,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541174,1402/11/15 9:14,TD-LTE,??????,?????,1402/12/03 19:44,1402/11/15 9:13
0,0,0,-129285,??? ???? 16 ?? - 3???? ( ????????? 2021??? ?????? ????? ????? 1010 ??? ?????? ??? ????? ),9053798,?????,?????,?????,DSL-128to16M-FUP,?????? ????,?????,?????,???? ????,0,1402/11/15 9:19,ADSL,????,???? ?????,-----,-----
0,0,0,-7020,????? ???,9053798,?????,?????,?????,DSL-128to16M-FUP,?????? ????,?????,?????,???? ????,0,1402/11/15 9:19,ADSL,????? ?????,???? ?????,-----,-----
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,7958273,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541176,1402/11/15 9:21,TD-LTE,??????,?????,1403/05/28 20:23,1402/11/15 9:21
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,6635048,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541177,1402/11/15 9:27,TD-LTE,??????,?????,1402/12/15 15:12,1402/11/15 9:27
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,7473173,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541178,1402/11/15 9:34,TD-LTE,??????,?????,1403/03/11 16:08,1402/11/15 9:34
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,3153623,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ?????,541162,1402/11/15 9:39,TD-LTE,??????,?????,1403/03/15 19:45,1402/11/15 9:39
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,4581023,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541181,1402/11/15 9:47,TD-LTE,??????,?????,1402/11/28 13:17,1402/11/15 9:47
3334500,3001050,0,300105,2 ?? 40 ?? - 12 ???? - 100 ??? - TD-LTE,6834623,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ?????,541183,1402/11/15 9:50,TD-LTE,????,?????,1402/11/15 9:50,1402/11/15 9:50
260000,234000,0,23400,??? ???? -4 ?? - 1 ???? ( ????????? 64 ??? ?????? ????? ????? 32 ??? ?????? ??? ????? ),8855123,?????,?????,?????,DSL-128to4M-FUP,??? ???? ??,?????,?????,??????? ??? ???,541184,1402/11/15 9:51,ADSL,????,?????,1402/12/15 9:51,1402/11/15 9:51
13000000,11700000,0,1170000,2 ?? 40 ?? - 12 ???? - 800 ??? - TD-LTE,4722773,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ?????,540970,1402/11/15 9:52,TD-LTE,????,?????,1403/11/09 9:53,1402/11/15 9:53
422500,380250,0,38025,2 ?? 40 ??- 1 ???? -20 ???-TD-LTE,5515223,?????,????,????????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541185,1402/11/15 9:54,TD-LTE,????,?????,1402/12/12 14:00,1402/11/15 9:55
3334500,3001050,0,300105,2 ?? 40 ?? - 12 ???? - 100 ??? - TD-LTE,7546073,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ?????,541186,1402/11/15 9:55,TD-LTE,????,?????,1401/03/04 13:58,1403/03/09 13:58
0,0,0,0,??? ????,7546073,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ?????,541186,1402/11/15 9:55,TD-LTE,??????,?????,1401/03/04 13:58,1403/03/09 13:58
942500,848250,0,84825,2 ?? 40 ?? - 3 ???? - 30 ??? - TD-LTE,3009398,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541188,1402/11/15 10:00,TD-LTE,????,?????,1402/12/03 20:02,1402/11/15 10:00
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,6794123,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541189,1402/11/15 10:01,TD-LTE,??????,?????,1402/11/22 23:22,1402/11/15 10:01
1462500,1316250,0,131625,2 ?? 40 ?? - 3 ???? - 50 ??? - ????? - TD-LTE,3067898,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,541187,1402/11/15 10:03,TD-LTE,????,?????,1403/01/08 9:59,1402/11/15 10:03
682500,614250,0,61425,2 ?? 40 ??- 45 ???? -32 ???-TD-LTE,7443023,?????,?????,?????,LTE-40M-limited,LTE ???????,?????,??????,?????,541190,1402/11/15 10:04,TD-LTE,????,?????,1402/12/30 10:04,1402/11/15 10:04
0,0,0,0,???? ?????? ????,4236998,?????,?????,?????,WIR-10MB-limited,?? ??? ???????,?????,?????,????? ??????,541195,1402/11/15 10:13,WireLess,??????,?????,1402/12/04 12:00,1402/11/15 10:13
4738500,4264650,0,426465,??? ???? ???? ??-8 ?? - 12 ???? ( ????????? 5040 ??? ?????? ????? ????? 2520 ??? ?????? ??? ????? ),7648673,?????,?????,?????,DSL-128to8M-FUP,?? ??? ???????,?????,?????,?????? ??????,541191,1402/11/15 10:20,ADSL,????,?????,1403/11/09 10:20,1402/11/15 10:20
1397500,1257750,0,125775,2 ?? 40 ?? - 3 ???? - 70 ??? - TD-LTE,4650773,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541197,1402/11/15 10:21,TD-LTE,????,?????,1403/01/04 18:37,1402/11/15 10:21
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,3142148,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541199,1402/11/15 10:27,TD-LTE,??????,?????,1402/12/12 9:14,1402/11/15 10:27
0,0,0,-299838,2 ?? 40 ?? - 12 ???? - 100 ??? - TD-LTE,6834623,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ????,0,1402/11/15 10:27,TD-LTE,????,?????,-----,-----
4023500,3621150,0,362115,2 ?? 40 ?? - 6 ???? -230 ??? - TD-LTE,3567173,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ???????,541198,1402/11/15 10:32,TD-LTE,????,?????,1403/02/31 09:34,1402/11/15 10:32
0,0,0,0,???? ?????? ????,8324123,?????,?????,?????,WIR-20MB-limited,?? ??? ???????,?????,?????,????? ??????,541206,1402/11/15 10:35,WireLess,??????,?????,1403/07/27 11:57,1402/11/15 10:35
422500,380250,0,38025,2 ?? 40 ??- 1 ???? -20 ???-TD-LTE,5175473,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541209,1402/11/15 10:44,TD-LTE,????,?????,1402/12/06 13:53,1402/11/15 10:44
4023500,3621150,0,362115,2 ?? 40 ?? - 6 ???? -230 ??? - TD-LTE,3492473,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ?????,541204,1402/11/15 10:45,TD-LTE,????,?????,1403/05/11 10:45,1402/11/15 10:45
5070000,4563000,0,456300,2 ?? 40 ?? - 12 ???? - 250 ??? - TD-LTE,6834623,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ?????,541210,1402/11/15 10:47,TD-LTE,????,?????,1403/11/09 10:47,1402/11/15 10:47
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,5626148,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541212,1402/11/15 10:50,TD-LTE,??????,?????,1403/02/09 17:02,1402/11/15 10:50
565500,508950,0,50895,2 ?? 20 ?? - 1 ???? - 30 ??? - TD-LTE,4521173,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541214,1402/11/15 10:51,TD-LTE,????,?????,1402/12/03 12:55,1402/11/15 10:53
2242500,2018250,0,201825,2 ?? 40 ?? - 3 ???? - 100 ??? - ????? -TD-LTE,2587748,?????,?????,?????,LTE-40M-limited-tejari,??? ????? ?????,?????,??????,?????,541226,1402/11/15 10:57,TD-LTE,????,?????,1403/02/14 10:55,1402/11/15 10:55
0,0,0,-172575,?? ?? ???????-?? ?? ?? - 12 ????,8599748,?????,?????,?????,LTE-40M-limited,?????? ????,?????,?????,???? ????,0,1402/11/15 10:59,TD-LTE,IP,?????,-----,-----
0,0,0,-775833,Pro Plus - ???? 2 ?? 40 ?? - 12 ???? - 660 ??? - TD-LTE,8599748,?????,?????,?????,LTE-40M-limited,?????? ????,?????,?????,???? ????,0,1402/11/15 11:00,TD-LTE,????,???? ?????,-----,-----
8620365,7758328.5,0,775833,???? ????,9058073,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ????,541227,1402/11/15 11:01,TD-LTE,????,???? ?????,1403/11/03 11:06,1402/11/15 11:06
1917500,1725750,0,172575,ip ????,9058073,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ????,541230,1402/11/15 11:02,TD-LTE,IP,?????,1403/11/03 11:01,1402/11/15 11:01
1950000,1755000,0,175500,?? ?? ???????-?? ?? ?? - 12 ????,5053973,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ???????,541231,1402/11/15 11:04,TD-LTE,IP,?????,1403/11/09 11:53,1402/11/15 11:04
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,7608623,?????,?????,?????,LTE-40M-limited,????? ?? ?????,?????,??????,?????,541234,1402/11/15 11:07,TD-LTE,??????,?????,1402/12/13 11:52,1402/11/15 11:07
565500,508950,0,50895,2 ?? 20 ?? - 1 ???? - 30 ??? - TD-LTE,7371698,?????,????,????????,LTE-20M-limited,????? ??????,?????,??????,?????,541241,1402/11/15 11:15,TD-LTE,????,?????,1402/11/25 16:19,1402/11/15 22:43
565500,508950,0,50895,2 ?? 20 ?? - 1 ???? - 30 ??? - TD-LTE,4862048,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,?????,?????? ???????,541243,1402/11/15 11:17,TD-LTE,????,?????,1402/12/09 12:22,1402/11/15 11:18
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,5911898,?????,?????,?????,LTE-40M-limited,????? ??????,?????,?????,?????? ???????,541245,1402/11/15 11:19,TD-LTE,??????,?????,1402/12/21 6:11,1402/11/15 11:19
1137500,1023750,0,102375,2 ?? 20 ?? - 45 ????  - 60 ??? - TD-LTE,6368873,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541242,1402/11/15 11:23,TD-LTE,????,?????,1402/12/30 11:23,1402/11/15 11:23
0,0,0,0,??? ????,6368873,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541242,1402/11/15 11:23,TD-LTE,??????,?????,1402/12/30 11:23,1402/11/15 11:23
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,7713248,?????,?????,?????,LTE-40M-limited,????? ??????,?????,??????,?????,541256,1402/11/15 11:31,TD-LTE,??????,?????,1403/04/25 11:47,1402/11/15 11:31
565500,508950,0,50895,2 ?? 20 ?? - 1 ???? - 30 ??? - TD-LTE,7718648,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541257,1402/11/15 11:32,TD-LTE,????,?????,1402/11/29 22:51,1402/11/15 11:32
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,5982098,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541258,1402/11/15 11:33,TD-LTE,??????,?????,1403/03/14 23:01,1402/11/15 11:33
162500,146250,0,14625,??? ???? -2 ??  - 1 ???? ( ????????? 30 ??? ?????? ????? ????? 15 ??? ?????? ??? ????? ),1652198,?????,??????,??????,DSL-128to2M-FUP,?? ??? ???????,?????,??????,?????,541255,1402/11/15 11:36,ADSL,????,?????,1402/12/15 11:22,1402/11/15 11:27
158600,142740,0,14274,10??? ?????? ????? (??????? ??????) - WIR,4200998,?????,???,????,WIR-6MB-limited,?? ??? ???????,?????,?????,???? ??,541262,1402/11/15 11:36,WireLess,??????,?????,1403/08/08 8:28,1402/11/15 11:36
2873000,2585700,0,258570,170 ??? ?????? ????? (??????? ??????) - TD LTE,8239973,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ?????????,541202,1402/11/15 11:44,TD-LTE,??????,?????,1403/07/10 14:56,1402/11/15 11:44
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,4409573,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541264,1402/11/15 11:45,TD-LTE,??????,?????,1403/01/20 16:19,1402/11/15 11:45
10075000,9067500,0,906750,??????? 2 ?? 40 ?? - 12 ???? - 660 ??? TD-LTE,8660273,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,???? ????,541268,1402/11/15 11:50,TD-LTE,????,???? ?????,1403/11/09 11:50,1402/11/15 11:50
4030000,3627000,0,362700,2 ?? 40 ?? -12???? - 200??? - TD-LTE,6780623,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,????? ??????,541266,1402/11/15 11:55,TD-LTE,????,?????,1403/11/09 11:54,1402/11/15 11:54
1040000,936000,0,93600,10 ?? - 12 ???? - 100 ??? - WIR,9058298,?????,???,????,WIR-10MB-limited,?? ??? ???????,?????,?????,???? ??,541259,1402/11/15 11:55,WireLess,????,???? ?????,1403/11/09 11:56,1402/11/15 11:56
0,0,0,0,??? ????,3129098,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,541273,1402/11/15 12:01,TD-LTE,??????,?????,1403/01/16 12:28,1402/11/15 12:02
2242500,2018250,0,201825,2 ?? 40 ?? - 3 ???? - 100 ??? - ????? -TD-LTE,3129098,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,541273,1402/11/15 12:01,TD-LTE,????,?????,1403/01/16 12:28,1402/11/15 12:02
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,3479873,?????,?????,?????,LTE-20M-limited,????? ????? ?????,?????,??????,?????,541278,1402/11/15 12:04,TD-LTE,??????,?????,1402/12/05 20:41,1402/11/15 12:04
0,0,0,-116415,??????? 9999 - ??? ???? - 2 ?? 8 ?? - 6 ???? 9999 ???,8907098,?????,?????,?????,DSL-128to8M-FUP,?? ??? ???????,?????,?????,???? ????,0,1402/11/15 12:04,ADSL,????,???? ?????,-----,-----
0,0,0,-7020,????? ???,8907098,?????,?????,?????,DSL-128to8M-FUP,?? ??? ???????,?????,?????,???? ????,0,1402/11/15 12:04,ADSL,????? ?????,???? ?????,-----,-----
565500,508950,0,50895,2 ?? 20 ?? - 1 ???? - 30 ??? - TD-LTE,3274898,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541277,1402/11/15 12:09,TD-LTE,????,?????,1402/11/23 10:33,1402/11/15 12:09
1397500,1257750,0,125775,2 ?? 40 ?? - 3 ???? - 70 ??? - TD-LTE,2815223,?????,?????,?????,LTE-40M-limited,??? ????? ?????,?????,?????,????? ?????,541263,1402/11/15 12:09,TD-LTE,????,?????,1403/02/14 12:10,1402/11/15 12:10
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,961223,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541281,1402/11/15 12:12,TD-LTE,??????,?????,1402/11/29 17:22,1402/11/15 12:12
6500000,5850000,0,585000,2 ?? 40 ?? - 6 ???? - 400 ??? - TD-LTE,6268973,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ??????,541270,1402/11/15 12:12,TD-LTE,????,?????,1403/02/25 21:07,1402/11/15 12:13
2873000,2585700,0,258570,170 ??? ?????? ????? (??????? ??????) - TD LTE,7467548,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ??????,541235,1402/11/15 12:13,TD-LTE,??????,?????,1403/03/07 19:54,1402/11/15 12:13
0,0,0,0,??? ????,7467548,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ??????,541235,1402/11/15 12:13,TD-LTE,??????,?????,1403/03/07 19:54,1402/11/15 12:13
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,5831348,?????,?????,?????,LTE-40M-limited-tejari,?? ??? ???????,?????,??????,?????,541284,1402/11/15 12:14,TD-LTE,??????,?????,1403/01/26 15:20,1402/11/15 12:14
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,8500298,?????,?????,???????,LTE-40M-limited,????? ?? ?????,?????,??????,?????,541288,1402/11/15 12:15,TD-LTE,??????,?????,1402/12/05 15:56,1402/11/15 12:15
468000,421200,0,42120,20 ??? ?????? ????? (??????? ??????) - TD LTE,6260648,?????,???,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541289,1402/11/15 12:16,TD-LTE,??????,?????,1403/05/29 20:54,1402/11/15 12:16
390000,351000,0,35100,6 ?? - 3 ???? - 50 ??? - WIR,4287848,?????,???,????,WIR-6MB-limited,?? ??? ???????,?????,?????,???? ??,541290,1402/11/15 12:16,WireLess,????,?????,1403/02/14 12:16,1402/11/15 12:16
0,0,0,0,???? ???? - ????? - 10 ???? - 10 ???,4774073,?????,???,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ???????,541291,1402/11/15 12:18,TD-LTE,?????,?????,1402/11/25 12:19,1402/11/15 12:19
1950000,1755000,0,175500,100 ??? ?????? ????? (??????? ??????) - TD LTE,7649123,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,????? ??????,541286,1402/11/15 12:19,TD-LTE,??????,?????,1403/04/15 12:03,1402/11/15 12:19
338000,304200,0,30420,??? ???? ???? ?? -2 ??  - 45???? ( ????????? 204 ??? ?????? ????? ????? 102 ??? ?????? ??? ????? ),1143923,?????,?????,?????,DSL-128to2M-FUP,?? ??? ???????,?????,??????,?????,541292,1402/11/15 12:20,ADSL,????,?????,1402/12/30 12:19,1402/11/15 12:19
14040000,12636000,0,1263600,2 ?? 80 ??- 12 ???? 720 ???- ??????-TD-LTE,9058523,?????,?????,?????,TD-Gaming-80M-limited,?????? ????,?????,?????,???? ????,541294,1402/11/15 12:23,TD-LTE,????,???? ?????,1402/11/20 16:26,1402/11/15 16:26
910000,819000,0,81900,40 ??? ?????? ????? (??????? ??????) - TD LTE,5632223,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541295,1402/11/15 12:25,TD-LTE,??????,?????,1403/01/08 1:13,1402/11/15 12:25
78000,70200,0,7020,????? ???,8907098,?????,?????,?????,DSL-128to8M-FUP,?? ??? ???????,?????,?????,???? ????,541296,1402/11/15 12:27,ADSL,????? ?????,???? ?????,-----,1402/11/15 12:27
292500,263250,0,26325,2 ?? 40 ?? - 1 ???? - 10 ??? - TD-LTE,8315573,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541297,1402/11/15 12:28,TD-LTE,????,?????,1402/12/15 12:28,1402/11/15 12:28
247000,222300,0,22230,10 ??? ?????? ????? (??????? ??????) - TD LTE,4933598,?????,?????,?????,LTE-20M-limited,?? ??? ???????,?????,??????,?????,541300,1402/11/15 12:31,TD-LTE,??????,?????,1402/12/02 12:07,1402/11/15 12:31
942500,848250,0,84825,2 ?? 40 ?? - 3 ???? - 30 ??? - TD-LTE,4820423,?????,??????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,????? ?????,541285,1402/11/15 12:31,TD-LTE,????,?????,1403/02/14 12:30,1402/11/15 12:30
4143750,3729375,0,372938,255 ??? ?????? ????? (??????? ??????) - TD LTE,8075723,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,?????,?????? ???????,541301,1402/11/15 12:40,TD-LTE,??????,?????,1403/06/19 13:38,1402/11/15 12:40
1664000,1497600,0,149760,80 ??? ?????? ????? (??????? ??????) - TD LTE,3656273,?????,?????,?????,LTE-40M-limited,?? ??? ???????,?????,??????,?????,541307,1402/11/15 12:49,TD-LTE,??????,?????,1403/06/01 12:12,1402/11/15 12:49
130000,117000,0,11700,5 ??? ?????? ????? (??????? ??????) - TD LTE,8251223,?????,?????,?????,LTE-80M-limited,?? ??? ???????,?????,??????,?????,541309,1402/11/15 12:53,TD-LTE,??????,?????,1402/11/19 20:30,1402/11/15 12:53
